Sentence,Tags
Lemurs  LEEmər from Latin lemures lit,ANIMAL O O O O O O
ghosts or spirits are wetnosed primates of the superfamily Lemuroidea  lemyuurrOYdeeə divided into 8 families and consisting of 15 genera and around 100 existing species,O O O O O O O O O O O O O O O O O O O O O O O O O O
They are endemic to the island of Madagascar,O O O O O O O O
Most existing lemurs are small have a pointed snout large eyes and a long tail,O O ANIMAL O O O O O O O O O O O O
They chiefly live in trees and are active at night,O O O O O O O O O O
Lemurs share resemblance with other primates but evolved independently from monkeys and apes,ANIMAL O O O O O O O O O O O O
Due to Madagascars highly seasonal climate lemur evolution has produced a level of species diversity rivaling that of any other primate group,O O O O O O ANIMAL O O O O O O O O O O O O O O O
Living lemurs range in weight from the 30gram 11 oz mouse lemur to the 9kilogram 20 lb indri,O ANIMAL O O O O O O O O O ANIMAL O O O O O O
Since the arrival of humans on the island around 2000 years ago over a dozen species of giant lemurs larger than living lemur species have become extinct including the gorillasized Archaeoindris,O O O O O O O O O O O O O O O O O O ANIMAL O O O ANIMAL O O O O O O O O
Lemurs share many common basal primate traits such as divergent digits on their hands and feet and nails instead of claws in most species,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
However their braintobody size ratio is smaller than that of anthropoid primates,O O O O O O O O O O O O
As with all strepsirrhine primates they have a wet nose rhinarium,O O O O O O O O O O O
Lemurs are generally the most social of the strepsirrhine primates living in groups known as troops,ANIMAL O O O O O O O O O O O O O O O
They communicate more with scents and vocalizations than with visual signals,O O O O O O O O O O O
Lemurs have a relatively low basal metabolic rate and as a result may exhibit dormancy such as hibernation or torpor,ANIMAL O O O O O O O O O O O O O O O O O O O
They also have seasonal breeding and female social dominance,O O O O O O O O O
Most eat a wide variety of fruits and leaves while some are specialists,O O O O O O O O O O O O O
Two species of lemurs may coexist in the same forest due to different diets,O O O ANIMAL O O O O O O O O O O
Lemur research during the 18th and 19th centuries focused on taxonomy and specimen collection,ANIMAL O O O O O O O O O O O O O
Modern studies of lemur ecology and behavior did not begin in earnest until the 1950s and 1960s,O O O ANIMAL O O O O O O O O O O O O O
Initially hindered by political issues on Madagascar during the mid1970s field studies resumed in the 1980s,O O O O O O O O O O O O O O O O
Lemurs are important for research because their mix of ancestral characteristics and traits shared with anthropoid primates can yield insights on primate and human evolution,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
Most species have been discovered or promoted to full species status since the 1990s however lemur taxonomic classification is controversial and depends on which species concept is used,O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O
Many lemur species remain endangered due to habitat loss and hunting,O ANIMAL O O O O O O O O O
Although local traditions such as fady generally help protect lemurs and their forests illegal logging economic privation and political instability conspire to thwart conservation efforts,O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O
Because of these threats and their declining numbers the International Union for Conservation of Nature IUCN considers lemurs to be the worlds most endangered mammals noting that as of 2013 up to 90 of all lemur species confront the threat of extinction in the wild within the next 20 to 25 years,O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O
Ringtailed lemurs are an iconic flagship species,O ANIMAL O O O O O
Collectively lemurs exemplify the biodiverse fauna of Madagascar and have facilitated the emergence of ecotourism,O ANIMAL O O O O O O O O O O O O O
In addition conservation organizations increasingly seek to implement communitybased approaches to save lemur species and promote sustainability,O O O O O O O O O O O O ANIMAL O O O O
Carl Linnaeus the founder of modern binomial nomenclature gave lemurs their name as early as 1758,O O O O O O O O O ANIMAL O O O O O O
With his declaration of the genus Lemur in the 10th edition of Systema Naturae he included three species Lemur tardigradus the red slender loris now known as Loris tardigradus Lemur catta the ringtailed lemur and Lemur volans the Philippine colugo now known as Cynocephalus volans,O O O O O O ANIMAL O O O O O O O O O O O ANIMAL O O O O O O O O O O ANIMAL O O O ANIMAL O ANIMAL O O O O O O O O O
Although the term lemur was first intended for slender lorises it was soon limited to the endemic Malagasy primates which have been known as collectively lemurs ever since,O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O ANIMAL O O
The leopard Panthera pardus is one of the five extant cat species in the genus Panthera,O ANIMAL O O O O O O O O O O O O O O
It has a pale yellowish to dark golden fur with dark spots grouped in rosettes,O O O O O O O O O O O O O O O
Its body is slender and muscular reaching a length of 92183 cm 3672 in with a 66102 cm 2640 in long tail and a shoulder height of 6070 cm 2428 in,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Males typically weigh 30972 kg 68159 lb and females 20543 kg 4595 lb,O O O O O O O O O O O O O
The leopard was first described in 1758 and several subspecies were proposed in the 19th and 20th centuries,O ANIMAL O O O O O O O O O O O O O O O O
Today eight subspecies are recognised in its wide range in Africa and Asia,O O O O O O O O O O O O O
It initially evolved in Africa during the Early Pleistocene before migrating into Eurasia around the EarlyMiddle Pleistocene transition,O O O O O O O O O O O O O O O O O O
Leopards were formerly present across Europe but became extinct in the region at around the end of the Late Pleistoceneearly Holocene,ANIMAL O O O O O O O O O O O O O O O O O O O O
The leopard is adapted to a variety of habitats ranging from rainforest to steppe including arid and montane areas,O ANIMAL O O O O O O O O O O O O O O O O O
It is an opportunistic predator hunting mostly ungulates and primates,O O O O O O O O O O
It relies on its spotted pattern for camouflage as it stalks and ambushes its prey which it sometimes drags up a tree,O O O O O O O O O O O O O O O O O O O O O O
It is a solitary animal outside the mating season and when raising cubs,O O O O O O O O O O O O O
Females usually give birth to a litter of 24 cubs once in 1524 months,O O O O O O O O O O O O O O
Both male and female leopards typically reach sexual maturity at the age 225 years,O O O O ANIMAL O O O O O O O O O
Listed as Vulnerable on the IUCN Red List leopard populations are currently threatened by habitat loss and fragmentation and are declining in large parts of the global range,O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O
Leopards have had cultural roles in Ancient Greece West Africa and modern Western culture,ANIMAL O O O O O O O O O O O O O
Leopard skins are popular in fashion,ANIMAL O O O O O
The English name leopard comes from Old French leupart or Middle French liepart that derives from Latin leopardus and ancient Greek λέοπάρδος leopardos,O O O ANIMAL O O O O O O O O O O O O O O O O O O O
Leopardos could be a compound of λέων leōn meaning lion and πάρδος pardos meaning spotted,O O O O O O O O O O O O O O O
The word λέοπάρδος originally referred to a cheetah Acinonyx jubatus,O O O O O O O O O O
Okens classification was not widely accepted and Felis or Leopardus was used as the generic name until the early 20th century,O O O O O O O O O O O O O O O O O O O O O
The leopard was designated as the type species of Panthera by Joel Asaph Allen in 1902,O ANIMAL O O O O O O O O O O O O O O
The lion Panthera leo is a large cat of the genus Panthera native to Africa and India,O ANIMAL O O O O O O O O O O O O O O O
It has a muscular broadchested body a short rounded head round ears and a dark hairy tuft at the tip of its tail,O O O O O O O O O O O O O O O O O O O O O O O
It is sexually dimorphic adult male lions are larger than females and have a prominent mane,O O O O O O ANIMAL O O O O O O O O O
It is a social species forming groups called prides,O O O O O O O O O
A lions pride consists of a few adult males related females and cubs,O ANIMAL O O O O O O O O O O O
Groups of female lions usually hunt together preying mostly on mediumsized and large ungulates,O O O ANIMAL O O O O O O O O O O
The lion is an apex and keystone predator,O ANIMAL O O O O O O
The lion inhabits grasslands savannahs and shrublands,O ANIMAL O O O O O
It is usually more diurnal than other wild cats but when persecuted it adapts to being active at night and at twilight,O O O O O O O O O O O O O O O O O O O O O O
During the Neolithic period the lion ranged throughout Africa and Eurasia from Southeast Europe to India but it has been reduced to fragmented populations in subSaharan Africa and one population in western India,O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
It has been listed as Vulnerable on the IUCN Red List since 1996 because populations in African countries have declined by about 43 since the early 1990s,O O O O O O O O O O O O O O O O O O O O O O O O O O O
Lion populations are untenable outside designated protected areas,ANIMAL O O O O O O O
Although the cause of the decline is not fully understood habitat loss and conflicts with humans are the greatest causes for concern,O O O O O O O O O O O O O O O O O O O O O O
One of the most widely recognised animal symbols in human culture the lion has been extensively depicted in sculptures and paintings on national flags and in literature and films,O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O
Lions have been kept in menageries since the time of the Roman Empire and have been a key species sought for exhibition in zoological gardens across the world since the late 18th century,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Cultural depictions of lions have occurred worldwide particularly has a symbol of power and royalty,O O O ANIMAL O O O O O O O O O O O
The English word lion is derived via AngloNorman liun from Latin leōnem nominative leō which in turn was a borrowing from Ancient Greek λέων léōn,O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O
The Hebrew word לביא lavi may also be related,O O O O O O O O O
The generic name Panthera is traceable to the classical Latin word panthēra and the ancient Greek word πάνθηρ panther,O O O O O O O O O O O O O O O O O O O
Felis leo was the scientific name used by Carl Linnaeus in 1758 who described the lion in his work Systema Naturae,O O O O O O O O O O O O O O O ANIMAL O O O O O
The genus name Panthera was coined by Lorenz Oken in 1816,O O O O O O O O O O O
Between the mid18th and mid20th centuries 26 lion specimens were described and proposed as subspecies of which 11 were recognised as valid in 2005,O O O O O O O ANIMAL O O O O O O O O O O O O O O O O
They were distinguished mostly by the size and colour of their manes and skins,O O O O O O O O O O O O O O
In the 19th and 20th centuries several lion type specimens were described and proposed as subspecies with about a dozen recognised as valid taxa until 2017,O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O
Between 2008 and 2016 IUCN Red List assessors used only two subspecific names P,O O O O O O O O O O O O O O
l,O
leo for African lion populations and P,O O O ANIMAL O O O
l,O
persica for the Asiatic lion population,O O O O ANIMAL O
In 2017 the Cat Classification Task Force of the Cat Specialist Group revised lion taxonomy and recognises two subspecies based on results of several phylogeographic studies on lion evolution namely P,O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O ANIMAL O O O
l,O
leo Linnaeus 1758  the nominate lion subspecies includes the Asiatic lion the regionally extinct Barbary lion and lion populations in West and northern parts of Central Africa,O O O O O O ANIMAL O O O O ANIMAL O O O O ANIMAL O ANIMAL O O O O O O O O O
Synonyms include P,O O O
l,O
persica Meyer 1826 P,O O O O
l,O
senegalensis Meyer 1826 P,O O O O
l,O
kamptzi Matschie 1900 and P,O O O O O
l,O
azandica Allen 1924,O O O
Multiple authors referred to it as northern lion and northern subspecies,O O O O O O O ANIMAL O O O
Lizard is the common name used for all squamate reptiles other than snakes and to a lesser extent amphisbaenians encompassing over 7000 species ranging across all continents except Antarctica as well as most oceanic island chains,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The grouping is paraphyletic as some lizards are more closely related to snakes than they are to other lizards,O O O O O O ANIMAL O O O O O O O O O O O ANIMAL
Lizards range in size from chameleons and geckos a few centimeters long to the 3meterlong Komodo dragon,ANIMAL O O O O O O O O O O O O O O O O
Most lizards are quadrupedal running with a strong sidetoside motion,O ANIMAL O O O O O O O O
Some lineages known as legless lizards have secondarily lost their legs and have long snakelike bodies,O O O O O ANIMAL O O O O O O O O O O
Some lizards such as the forestdwelling Draco are able to glide,O ANIMAL O O O O O O O O O
They are often territorial the males fighting off other males and signalling often with bright colours to attract mates and to intimidate rivals,O O O O O O O O O O O O O O O O O O O O O O O
Lizards are mainly carnivorous often being sitandwait predators many smaller species eat insects while the Komodo eats mammals as big as water buffalo,ANIMAL O O O O O O O O O O O O O O O O O O O O O O
Lizards make use of a variety of antipredator adaptations including venom camouflage reflex bleeding and the ability to sacrifice and regrow their tails,ANIMAL O O O O O O O O O O O O O O O O O O O O O O
The adult length of species within the suborder ranges from a few centimeters for chameleons such as Brookesia micra and geckos such as Sphaerodactylus ariasae to nearly 3 m 10 ft in the case of the largest living varanid lizard the Komodo dragon,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O
Most lizards are fairly small animals,O ANIMAL O O O O
Lizards typically have rounded torsos elevated heads on short necks four limbs and long tails although some are legless,ANIMAL O O O O O O O O O O O O O O O O O O
Lizards and snakes share a movable quadrate bone distinguishing them from the rhynchocephalians which have more rigid diapsid skulls,ANIMAL O O O O O O O O O O O O O O O O O O
Some lizards such as chameleons have prehensile tails assisting them in climbing among vegetation,O ANIMAL O O O O O O O O O O O O
As in other reptiles the skin of lizards is covered in overlapping scales made of keratin,O O O O O O O ANIMAL O O O O O O O O
This provides protection from the environment and reduces water loss through evaporation,O O O O O O O O O O O O
This adaptation enables lizards to thrive in some of the driest deserts on earth,O O O ANIMAL O O O O O O O O O O
The skin is tough and leathery and is shed sloughed as the animal grows,O O O O O O O O O O O O O O
Unlike snakes which shed the skin in a single piece lizards slough their skin in several pieces,O O O O O O O O O O ANIMAL O O O O O O
The scales may be modified into spines for display or protection and some species have bone osteoderms underneath the scales,O O O O O O O O O O O O O O O O O O O O
The dentitions of lizards reflect their wide range of diets including carnivorous insectivorous omnivorous herbivorous nectivorous and molluscivorous,O O O ANIMAL O O O O O O O O O O O O O O
Species typically have uniform teeth suited to their diet but several species have variable teeth such as cutting teeth in the front of the jaws and crushing teeth in the rear,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Most species are pleurodont though agamids and chameleons are acrodont,O O O O O O O O O O
The llama  Spanish pronunciation or  Lama glama is a domesticated South American camelid widely used as a meat and pack animal by Andean cultures since the preColumbian era,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Llamas are social animals and live with others as a herd,ANIMAL O O O O O O O O O O
Their wool is soft and contains only a small amount of lanolin,O O O O O O O O O O O O
Llamas can learn simple tasks after a few repetitions,ANIMAL O O O O O O O O
When using a pack they can carry about 25 to 30 of their body weight for 8 to 13 km 58 miles,O O O O O O O O O O O O O O O O O O O O O O
The name llama also historically spelled lama or glama was adopted by European settlers from native Peruvians,O O ANIMAL O O O O O O O O O O O O O O
The ancestors of llamas are thought to have originated on the Great Plains of North America about 40 million years ago and subsequently migrated to South America about three million years ago during the Great American Interchange,O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
By the end of the last ice age 1000012000 years ago camelids were extinct in North America,O O O O O O O O O O O O O O O O O
As of 2007 there were over seven million llamas and alpacas in South America,O O O O O O O O ANIMAL O O O O O
Some were imported to the United States and Canada late in the 20th century their descendants now number more than 158000 llamas and 100000 alpacas,O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O
In Aymara mythology llamas are important beings,O O O ANIMAL O O O
The Heavenly Llama is said to drink water from the ocean and urinates as it rains,O O ANIMAL O O O O O O O O O O O O O
According to Aymara eschatology llamas will return to the water springs and ponds where they come from at the end of time,O O O O ANIMAL O O O O O O O O O O O O O O O O O
Lamoids or llamas as they are more generally known as a group consist of the vicuña Lama vicugna guanaco Lama guanicoe Suri alpaca and Huacaya alpaca Lama pacos and the domestic llama Lama glama,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O
Guanacos and vicuñas live in the wild while llamas and alpacas exist only as domesticated animals,O O O O O O O O ANIMAL O O O O O O O
Although early writers compared llamas to sheep their similarity to the camel was soon recognized,O O O O ANIMAL O O O O O O O O O O
They were included in the genus Camelus along with alpaca in the Systema Naturae 1758 of Carl Linnaeus,O O O O O O O O O O O O O O O O O O
They were however separated by Georges Cuvier in 1800 under the name of lama along with the guanaco,O O O O O O O O O O O O O O O O O O
DNA analysis has confirmed that the guanaco is the wild ancestor of the llama while the vicuña is the wild ancestor of the alpaca,O O O O O O O O O O O O O ANIMAL O O O O O O O O O O
The 19thcentury discoveries of a vast and previously unexpected extinct Paleogene fauna of North America as interpreted by paleontologists Joseph Leidy Edward Drinker Cope and Othniel Charles Marsh aided understanding of the early history of this family,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Llamas were not always confined to South America abundant llamalike remains were found in Pleistocene deposits in the Rocky Mountains and in Central America,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O
Some of the fossil llamas were much larger than current forms,O O O O ANIMAL O O O O O O
Some species remained in North America during the last ice ages,O O O O O O O O O O O
North American llamas are categorized as an extinct genus Hemiauchenia,O O ANIMAL O O O O O O O
Llamalike animals would have been a common sight 25000 years ago in modernday California Texas New Mexico Utah Missouri and Florida,O O O O O O O O O O O O O O O O O O O O O
A fullgrown llama can reach a height of 17 to 18 m 5 ft 7 in to 5 ft 11 in at the top of the head and can weigh between 130 and 272 kg 287 and 600 lb,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
At maturity males can weigh 9474 kg while females can weigh 10227 kg,O O O O O O O O O O O O O
At birth a baby llama called a cria can weigh between 9 and 14 kg 20 and 31 lb,O O O O ANIMAL O O O O O O O O O O O O O O
Llamas typically live for 15 to 25 years with some individuals surviving 30 years or more,ANIMAL O O O O O O O O O O O O O O O
A lynx  links pl lynx or lynxes is any of the four extant species the Canada lynx Iberian lynx Eurasian lynx and the bobcat within the mediumsized wild cat genus Lynx,O ANIMAL O O O ANIMAL O ANIMAL O O O O O O O O O ANIMAL O ANIMAL O ANIMAL O O O O O O O O O ANIMAL
The name originated in Middle English via Latin from the Greek word lynx λύγξ derived from the IndoEuropean root leuk light brightness in reference to the luminescence of its reflective eyes,O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O
Lynx have a short tail characteristic tufts of black hair on the tips of their ears large padded paws for walking on snow and long whiskers on the face,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Under their neck they have a ruff which has black bars resembling a bow tie although this is often not visible,O O O O O O O O O O O O O O O O O O O O O
Body colour varies from medium brown to goldish to beigewhite and is occasionally marked with dark brown spots especially on the limbs,O O O O O O O O O O O O O O O O O O O O O O
All species of lynx have white fur on their chests bellies and on the insides of their legs fur which is an extension of the chest and belly fur,O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O
The lynxs colouring fur length and paw size vary according to the climate in their range,O ANIMAL O O O O O O O O O O O O O O
In the Southwestern United States they are shorthaired dark in colour and their paws are smaller and less padded,O O O O O O O O O O O O O O O O O O O
In colder northern climates lynx have thicker and lighter fur as well as larger and more padded paws that are welladapted to snow,O O O O ANIMAL O O O O O O O O O O O O O O O O O O
The smallest species are the bobcat and the Canada lynx while the largest is the Eurasian lynx with considerable variations within species,O O O O O O O O O ANIMAL O O O O O O ANIMAL O O O O O
All living species of Lynx are thought to descend from Lynx issiodorensis which first appeared during the early Pliocene in Africa around 4 million years ago shortly afterwards dispersing into Eurasia,O O O O ANIMAL O O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O
The bobcat is thought to have arised from a dispersal across the Bering Land Bridge during the Early Pleistocene around 2524 million years ago with the Iberian lynx suggested to have speciated around 1 million years ago at the end of the Early Pleistocene the Eurasian lynx is thought to have evolved from Asian populations of Lynx issidorensis,O O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O ANIMAL O
The Canada lynx is thought to descend from a separate later migration of Eurasian lynx over the Bering Land Bridge around 200000 years ago,O O ANIMAL O O O O O O O O O O O ANIMAL O O O O O O O O O
The Pliocene felid Felis rexroadensis from North America has been proposed as an even earlier ancestor however this was larger than any living species and is not currently classified as a true lynx,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL
Another extinct species of Lynx L,O O O O ANIMAL O
shansius inhabited what is now northern China during the Early Pleistocene though this species is considered by some researchers to be a junior synonym of L,O O O O O O O O O O O O O O O O O O O O O O O O O O
issiodorensis,O
 Eurasian lynx ,O O ANIMAL O
Magpies are birds of various species of the family Corvidae,ANIMAL O O O O O O O O O
Like other members of their family they are widely considered to be intelligent creatures,O O O O O O O O O O O O O O
The Eurasian magpie for instance is thought to rank among the worlds most intelligent creatures and is one of the few nonmammalian species able to recognize itself in a mirror test,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Magpies have shown the ability to make and use tools imitate human speech grieve play games and work in teams,ANIMAL O O O O O O O O O O O O O O O O O O O
They are particularly well known for their songs and were once popular as cagebirds,O O O O O O O O O O O O O O
In addition to other members of the genus Pica corvids considered magpies are in the genera Cissa Urocissa and Cyanopica,O O O O O O O O O O O ANIMAL O O O O O O O O
Magpies of the genus Pica are generally found in temperate regions of Europe Asia and western North America with populations also present in Tibet and highelevation areas of Kashmir,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Magpies of the genus Cyanopica are found in East Asia and the Iberian Peninsula,ANIMAL O O O O O O O O O O O O O
The birds called magpies in Australia are however not related to the magpies in the rest of the world,O O O ANIMAL O O O O O O O O ANIMAL O O O O O O
References dating back to Old English call the bird a pie derived from the Latin pica and cognate to French pie this term has fallen out of use,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The tendency in previous centuries was to give birds common names such as robin redbreast which now is called the robin and jenny wren,O O O O O O O O O O O O O O O O O O O O O O O O
The magpie was originally variously maggie pie and mag pie,O ANIMAL O O O O O O O O
The term pica for the human disorder involving a compulsive desire to eat items that are not food is borrowed from the Latin name of the magpie pica for its reputed tendency to feed on miscellaneous things,O O O O O O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O O O O O O
According to some studies magpies do not form the monophyletic group they are traditionally believed to be tails have elongated or shortened independently in multiple lineages of corvid birds,O O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
Among the traditional magpies two distinct lineages apparently exist,O O O ANIMAL O O O O O
One consists of Holarctic species with black and white colouration and is probably closely related to crows and Eurasian jays,O O O O O O O O O O O O O O O O O O O O
The other contains several species from South to East Asia with vivid colouration which is predominantly green or blue,O O O O O O O O O O O O O O O O O O O
The azurewinged magpie and the Iberian magpie formerly thought to constitute a single species with a most peculiar distribution have been shown to be two distinct species and are classified as the genus Cyanopica,O O ANIMAL O O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O
Other research has cast doubt on the taxonomy of the Pica magpies since P,O O O O O O O O O O O ANIMAL O O
hudsonia and P,O O O
nuttalli may not be different species whereas the Korean race of P,O O O O O O O O O O O O
pica is genetically very distinct from the other Eurasian as well as the North American forms,O O O O O O O O O O O O O O O O
Either the North American Korean and remaining Eurasian forms are accepted as three or four separate species or else only a single species Pica pica exists,O O O O O O O O O O O O O O O O O O O O O O O O O O
Oriental blue and green magpies Taiwan blue magpie Urocissa caerulea,O O O O ANIMAL O O ANIMAL O O
Manatees  family Trichechidae genus Trichechus are large fully aquatic mostly herbivorous marine mammals sometimes known as sea cows,ANIMAL O O O O O O O O O O O O O O O O O O
There are three accepted living species of Trichechidae representing three of the four living species in the order Sirenia the Amazonian manatee Trichechus inunguis the West Indian manatee Trichechus manatus and the West African manatee Trichechus senegalensis,O O O O O O O O O O O O O O O O O O O O O ANIMAL O O O O O ANIMAL O O O O O O ANIMAL O O
They measure up to 40 metres 13 ft 1 in long weigh as much as 590 kilograms 1300 lb and have paddlelike tails,O O O O O O O O O O O O O O O O O O O O O O O
Manatees are herbivores and eat over 60 different freshwater and saltwater plants,ANIMAL O O O O O O O O O O O
Manatees inhabit the shallow marshy coastal areas and rivers of the Caribbean Sea the Gulf of Mexico the Amazon basin and West Africa,ANIMAL O O O O O O O O O O O O O O O O O O O O O O
The main causes of death for manatees are humanrelated issues such as habitat destruction and human objects,O O O O O O ANIMAL O O O O O O O O O O
Their slowmoving curious nature has led to violent collisions with propellerdriven boats and ships,O O O O O O O O O O O O O O
Some manatees have been found with over 50 scars on them from propeller blades,O ANIMAL O O O O O O O O O O O O
Natural causes of death include adverse temperatures predation by crocodiles on young and disease,O O O O O O O O O O O O O O
The etymology of the name is unclear with connections having been made to Latin manus hand and to the term manaty breast from the Carib language of native South Americans,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The Carib term may refer to the mammary glands of the manatee which are located on their chests under their armpits,O O O O O O O O O O O ANIMAL O O O O O O O O O
The term sea cow is a reference to the species slow peaceful herbivorous nature reminiscent of that of bovines,O O O O O O O O O O O O O O O O O O O
Lamantin from French lamantin was commonly used as an alternative name until the 20th century,O O O O O O O O O O O O O O O
Manatees are three of the four living species in the order Sirenia,ANIMAL O O O O O O O O O O O
The fourth is the Eastern Hemispheres dugong,O O O O O O O
The Sirenia are thought to have evolved from fourlegged land mammals more than 60 million years ago with the closest living relatives being the Proboscidea elephants and Hyracoidea hyraxes,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Manatees weigh 400 to 550 kg 880 to 1210 lb and average 28 to 30 m 9 ft 2 in to 9 ft 10 in in length sometimes growing to 46 m 15 ft 1 in and 1775 kg 3913 lb and females tend to be larger and heavier than males,ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
At birth baby manatees weigh about 30 kg 66 lb each,O O O ANIMAL O O O O O O O
The female manatee has two teats one under each flipper a characteristic that was used to make early links between the manatee and elephants,O O ANIMAL O O O O O O O O O O O O O O O O O O ANIMAL O O
The lids of manatees small widely spaced eyes close in a circular manner,O O O ANIMAL O O O O O O O O O
The manatee has a large flexible prehensile upper lip used to gather food and eat and for social interaction and communication,O ANIMAL O O O O O O O O O O O O O O O O O O O
Manatees have shorter snouts than their fellow sirenians the dugongs,ANIMAL O O O O O O O O O
Mockingbirds are a group of New World passerine birds from the family Mimidae,ANIMAL O O O O O O O O O O O O
They are best known for the habit of some species mimicking the songs of other birds and the sounds of insects and amphibians often loudly and in rapid succession and for being extremely territorial when raising hatchlings,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Studies have shown the ability of some species to identify individual humans and treat them differently based on learned threat assessments,O O O O O O O O O O O O O O O O O O O O O
The only mockingbird commonly found in North America is the northern mockingbird,O O ANIMAL O O O O O O O O ANIMAL
Mockingbirds are known for singing late at night even past midnight,ANIMAL O O O O O O O O O O
The northern mockingbird is the state bird of five states in the United States a trend that was started in 1920 when the Texas Federation of Womens Clubs proposed the idea,O O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In January 1927 Governor Dan Moody approved this and Texas became the first state ever to choose a state bird,O O O O O O O O O O O O O O O O O O O O
Since then Arkansas Florida Mississippi and Tennessee have also adopted the Northern Mockingbird as their official state bird,O O O O O O O O O O O O ANIMAL O O O O O
There are about 17 species in two genera although three species of mockingbird from the Galápagos Islands were formerly separated into a third genus Nesomimus,O O O O O O O O O O O O ANIMAL O O O O O O O O O O O O
The mockingbirds do not appear to form a monophyletic lineage as Mimus and Melanotis are not each others closest relatives instead Melanotis appears to be more closely related to the catbirds while the closest living relatives of Mimus appear to be thrashers such as the sage thrasher,O ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Brownbacked mockingbird Mimus dorsalis Bahama mockingbird Mimus gundlachii Longtailed mockingbird Mimus longicaudatus,O ANIMAL O O O ANIMAL O O O ANIMAL O O
A mongoose is a small terrestrial carnivorous mammal belonging to the family Herpestidae,O ANIMAL O O O O O O O O O O O
This family has two subfamilies the Herpestinae and the Mungotinae,O O O O O O O O O O
The Herpestinae comprises 23 living species that are native to southern Europe Africa and Asia whereas the Mungotinae comprises 11 species native to Africa,O O O O O O O O O O O O O O O O O O O O O O O O
The plural form is mongooses,O O O O ANIMAL
Mongooses have long faces and bodies small rounded ears short legs and long tapering tails,ANIMAL O O O O O O O O O O O O O O
Most are brindled or grizzly a few have strongly marked coats which bear a striking resemblance to mustelids,O O O O O O O O O O O O O O O O O O
Their nonretractile claws are used primarily for digging,O O O O O O O O
Mongooses much like goats have narrow ovular pupils,ANIMAL O O O O O O O
Most species have a large anal scent gland used for territorial marking and signaling reproductive status and a short and smooth penis with a baculum and an elongated urethral opening on its underside,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The dental formula of mongooses is 313412313412,O O O O ANIMAL O O
Mongooses are one of at least four known mammalian taxa with mutations in the nicotinic acetylcholine receptor that protect against snake venom,ANIMAL O O O O O O O O O O O O O O O O O O O O O
Their modified receptors prevent the snake venom αneurotoxin from binding,O O O O O O O O O O
