text,label
"The raccoon ( or US: , Procyon lotor), also spelled racoon and sometimes called the common raccoon or northern raccoon to distinguish it from the other species, is a mammal native to North America. It is the largest of the procyonid family, having a body length of 40 to 70 cm (16 to 28 in), and a body weight of 5 to 26 kg (11 to 57 lb). Its grayish coat mostly consists of dense underfur, which insulates it against cold weather. The animal's most distinctive features include its extremely dexterous front paws, its facial mask, and its ringed tail, which are common themes in the mythologies of the Indigenous peoples of the Americas surrounding the species. The raccoon is noted for its intelligence, and studies show that it is able to remember the solution to tasks for at least three years. It is usually nocturnal and omnivorous, eating about 40% invertebrates, 33% plants, and 27% vertebrates.
The original habitats of the raccoon are deciduous and mixed forests, but due to their adaptability, they have extended their range to mountainous areas, coastal marshes, and urban areas, where some homeowners consider them to be pests. As a result of escapes and deliberate introductions in the mid-20th century, raccoons are now also distributed across central Europe, the Caucasus, and Japan.
In Europe, the raccoon has been included on the list of Invasive Alien Species of Union Concern since 2016. This implies that this species cannot be imported, bred, transported, commercialized, or intentionally released into the environment in the whole of the European Union.
Though previously thought to be generally solitary, there is now evidence that raccoons engage in sex-specific social behavior. Related females often share a common area, while unrelated males live together in groups of up to four raccoons in order to maintain their positions against foreign males during the mating season and against other potential invaders. Home range sizes vary anywhere from 3 ha (7.4 acres) for females in cities, to 5,000 ha (12,000 acres) for males in prairies. After a gestation period of about 65 days, two to five young known as ""kits"" are born in spring. The kits are subsequently raised by their mother until dispersal in late fall. Although captive raccoons have been known to live over 20 years, their life expectancy in the wild is only 1.8 to 3.1 years. In many areas, hunting and vehicular injury are the two most common causes of death.
Names for the species include the common raccoon, North American raccoon, and northern raccoon. In various North American native languages, the reference to the animal's manual dexterity, or use of its hands is the source for the names. The word raccoon was adopted into English from the native Powhatan term meaning 'animal that scratches with its hands', as used in the Colony of Virginia. It was recorded on John Smith's list of Powhatan words as aroughcun, and on that of William Strachey as arathkone. It has also been identified as a reflex of a Proto-Algonquian root *ahrah-koon-em, meaning ' one who rubs, scrubs and scratches with its hands'. The word is sometimes spelled as racoon.
In Spanish, the raccoon is called mapache, derived from the Nahuatl mapachtli of the Aztecs, meaning ' one who takes everything in its hands'.
The colloquial abbreviation coon is used in words like coonskin for fur clothing and in phrases like old coon as a self-designation of trappers. In the 1830s, the United States Whig Party used the raccoon as an emblem, causing them to be pejoratively known as ""coons"" by their political opponents, who saw them as too sympathetic to African-Americans. Soon after that the term became an ethnic slur, especially in use between 1880 and 1920 (see coon song), and the term is still considered offensive. Dogs bred to hunt raccoons are called coonhound and coon dog. Due to having a habit of eating human garbage in urban environments, raccoons are also colloquially known as trash pandas.",Raccoon
"Rats are various medium-sized, long-tailed rodents. Species of rats are found throughout the order Rodentia, but stereotypical rats are found in the genus Rattus. Other rat genera include Neotoma (pack rats), Bandicota (bandicoot rats) and Dipodomys (kangaroo rats).
Rats are typically distinguished from mice by their size. Usually the common name of a large muroid rodent will include the word ""rat"", while a smaller muroid's name will include ""mouse"". The common terms rat and mouse are not taxonomically specific. There are 56 known species of rats in the world.
The best-known rat species are the black rat (Rattus rattus) and the brown rat (Rattus norvegicus). This group, generally known as the Old World rats or true rats, originated in Asia. Rats are bigger than most Old World mice, which are their relatives, but seldom weigh over 500 grams (17+1⁄2 oz) in the wild.
The term rat is also used in the names of other small mammals that are not true rats. Examples include the North American pack rats (aka wood rats) and a number of species loosely called kangaroo rats. Rats such as the bandicoot rat (Bandicota bengalensis) are murine rodents related to true rats but are not members of the genus Rattus.
Male rats are called bucks; unmated females, does, pregnant or parent females, dams; and infants, kittens or pups. A group of rats is referred to as a mischief.
The common species are opportunistic survivors and often live with and near humans; therefore, they are known as commensals. They may cause substantial food losses, especially in developing countries. However, the widely distributed and problematic commensal species of rats are a minority in this diverse genus. Many species of rats are island endemics, some of which have become endangered due to habitat loss or competition with the brown, black, or Polynesian rat.
Wild rodents, including rats, can carry many different zoonotic pathogens, such as Leptospira, Toxoplasma gondii, and Campylobacter. The Black Death is traditionally believed to have been caused by the microorganism Yersinia pestis, carried by the tropical rat flea (Xenopsylla cheopis), which preyed on black rats living in European cities during the epidemic outbreaks of the Middle Ages; these rats were used as transport hosts. Another zoonotic disease linked to the rat is foot-and-mouth disease.",Rat
"Rattlesnakes are venomous snakes that form the genera Crotalus and Sistrurus of the subfamily Crotalinae (the pit vipers). All rattlesnakes are vipers. Rattlesnakes are predators that live in a wide array of habitats, hunting small animals such as birds and rodents.
Rattlesnakes receive their name from the rattle located at the end of their tails, which makes a loud rattling noise when vibrated that deters predators. Rattlesnakes are the leading contributor to snakebite injuries in North America, but rarely bite unless provoked or threatened; if treated promptly, the bites are seldom fatal.
The 36 known species of rattlesnakes have between 65 and 70 subspecies, all native to the Americas, ranging from central Argentina to southern Canada. The largest rattlesnake, the eastern diamondback, can measure up to 2.4 m (7.9 ft) in length.
Rattlesnakes are preyed upon by hawks, weasels, kingsnakes, and a variety of other species. Rattlesnakes are heavily preyed upon as neonates, while they are still weak and immature. Large numbers of rattlesnakes are killed by humans. Rattlesnake populations in many areas are severely threatened by habitat destruction, poaching, and extermination campaigns.
Rattlesnakes are native to the Americas from southern Canada to central Argentina, with the majority of species inhabiting arid regions. The large majority of species live in the American Southwest and Mexico. Four species may be found east of the Mississippi River, and two in South America. In the United States, the state with the most types of rattlesnakes is Arizona, with 13.
Rattlesnakes are found in almost every habitat type capable of supporting terrestrial ectothermic vertebrates, but individual species may have extremely specific habitat requirements, living where certain plant associations occur or within a narrow range of elevations. Most species live near open, rocky areas. Rocks offer them cover from predators, plentiful prey (e.g. rodents, lizards, insects, etc. that live amidst the rocks), and open basking areas. However, rattlesnakes can also be found in a wide variety of other habitats, including prairies, marshes, deserts, and forests. Rattlesnakes prefer a temperature range between 80 and 90 °F (26 and 32 °C), but can survive temperatures below freezing, recovering from brief exposure to temperatures as low as 4 °F (−16 °C), and surviving for several days in temperatures as low as 37 °F (3 °C).
The most probable ancestral area of rattlesnakes is the Sierra Madre Occidental region in Mexico. The most probable vegetation or habitat of the ancestral area appears to be pine-oak forests.",Rattlesnake
"A rhinoceros ( ry-NOSS-ə-rəss; from Ancient Greek ῥινόκερως (rhinókerōs) 'nose-horned'; from ῥίς (rhis) 'nose' and κέρας (kéras) 'horn'; pl.: rhinoceros or rhinoceroses), commonly abbreviated to rhino, is a member of any of the five extant species (or numerous extinct species) of odd-toed ungulates (perissodactyls) in the family Rhinocerotidae; it can also refer to a member of any of the extinct species of the superfamily Rhinocerotoidea. Two of the extant species are native to Africa, and three to South and Southeast Asia.
Rhinoceroses are some of the largest remaining megafauna: all weigh over half a tonne in adulthood. They have a herbivorous diet, small brains 400–600 g (14–21 oz) for mammals of their size, one or two horns, and a thick 1.5–5 cm (0.59–1.97 in), protective skin formed from layers of collagen positioned in a lattice structure. They generally eat leafy material, although their ability to ferment food in their hindgut allows them to subsist on more fibrous plant matter when necessary. Unlike other perissodactyls, the two African species of rhinoceros lack teeth at the front of their mouths; they rely instead on their lips to pluck food.
Rhinoceroses are killed by poachers for their horns, which are bought and sold on the black market for high prices, leading to most living rhinoceros species being considered endangered. The contemporary market for rhino horn is overwhelmingly driven by China and Vietnam, where it is bought by wealthy consumers to use in traditional Chinese medicine, among other uses. Rhino horns are made of keratin, the same material as hair and fingernails, and there is no good evidence of any health benefits. A market also exists for rhino horn dagger handles in Yemen, which was the major source of demand for rhino horn in the 1970s and 1980s.
The word rhinoceros is derived through Latin from the Ancient Greek: ῥινόκερως, which is composed of ῥινο- (rhino-, ""of the nose"") and κέρας (keras, ""horn"") with a horn on the nose. The name has been in use since the 14th century.
The family Rhinocerotidae consists of only four extant genera: Ceratotherium (white rhinoceros), Diceros (black rhinoceros), Dicerorhinus (Sumatran rhinoceros), and Rhinoceros (Indian and Javan rhinoceros). The living species fall into three categories. The two African species, the white rhinoceros and the black rhinoceros, belong to the tribe Dicerotini, which originated in the middle Miocene, about 14.2 million years ago. The species diverged during the early Pliocene (about 5 million years ago). The main difference between black and white rhinos is the shape of their mouths – white rhinos have broad flat lips for grazing, whereas black rhinos have long pointed lips for eating foliage. There are two living Rhinocerotini species, the Indian rhinoceros and the Javan rhinoceros, which diverged from one another about 10 million years ago. The Sumatran rhinoceros is the only surviving representative of the Dicerorhinini.
A subspecific hybrid white rhino (Ceratotherium s. simum × C. s. cottoni) was bred at the Dvůr Králové Zoo (Zoological Garden Dvur Kralove nad Labem) in the Czech Republic in 1977. Interspecific hybridisation of black and white rhinoceroses has also been confirmed.
While the black rhinoceros has 84 chromosomes (diploid number, 2N, per cell), all other rhinoceros species have 82 chromosomes. Chromosomal polymorphism might lead to varying chromosome counts. For instance, in a study there were three northern white rhinoceroses with 81 chromosomes.",Rhinoceros
"Salmon (; pl.: salmon) is the common name for several commercially important species of euryhaline ray-finned fish from the genera Salmo and Oncorhynchus of the family Salmonidae, native to tributaries of the North Atlantic (Salmo) and North Pacific (Oncorhynchus) basins. Other closely related fish in the same family include trout, char, grayling, whitefish, lenok and taimen, all coldwater fish of the subarctic and cooler temperate regions with some sporadic endorheic populations in Central Asia.
Salmon are typically anadromous: they hatch in the shallow gravel beds of freshwater headstreams and spend their juvenile years in rivers, lakes and freshwater wetlands, migrate to the ocean as adults and live like sea fish, then return to their freshwater birthplace to reproduce. However, populations of several species are restricted to fresh waters (i.e. landlocked) throughout their lives. Folklore has it that the fish return to the exact stream where they themselves hatched to spawn, and tracking studies have shown this to be mostly true. A portion of a returning salmon run may stray and spawn in different freshwater systems; the percent of straying depends on the species of salmon. Homing behavior has been shown to depend on olfactory memory.
Salmon are important food fish and are intensively farmed in many parts of the world, with Norway being the world's largest producer of farmed salmon, followed by Chile. They are also highly prized game fish for recreational fishing, by both freshwater and saltwater anglers. Many species of salmon have since been introduced and naturalized into non-native environments such as the Great Lakes of North America, Patagonia in South America and South Island of New Zealand.
The Modern English term salmon is derived from Middle English: samoun, samon and saumon, which in turn are from Anglo-Norman: saumon, from Old French: saumon, and from Latin: salmō (which in turn might have originated from salire, meaning ""to leap"".). The unpronounced ""l"" absent from Middle English was later added as a Latinisation to make the word closer to its Latin root. The term salmon has mostly displaced its now dialectal synonym lax, in turn from Middle English: lax, from Old English: leax, from Proto-Germanic: *lahsaz from Proto-Indo-European: *lakso-.
The seven commercially important species of salmon occur in two genera of the subfamily Salmoninae. The genus Salmo contains the Atlantic salmon, found in both sides of the North Atlantic, as well as more than 40 other species commonly named as trout. The genus Oncorhynchus contains 12 recognised species which occur naturally only in the North Pacific, six of which are known as Pacific salmon while the remainder are considered trout. Outside their native habitats, Chinook salmon have been successfully introduced in New Zealand and Patagonia, while coho, sockeye and Atlantic salmon have been established in Patagonia, as well.
† Both the Salmo and Oncorhynchus genera also contain a number of trout species informally referred to as salmon. Within Salmo, the Adriatic salmon (Salmo obtusirostris) and Black Sea salmon (Salmo labrax) have both been named as salmon in English, although they fall outside the generally recognized seven salmon species. The masu salmon (Oncorhynchus masou) is actually considered a trout (""cherry trout"") in Japan, with masu actually being the Japanese word for trout. On the other hand, the steelhead and sea trout, the anadromous forms of rainbow trout and brown trout respectively, are from the same genera as salmon and live identical migratory lives, but neither is termed ""salmon"" .
The extinct Eosalmo driftwoodensis, the oldest known Salmoninae fish in the fossil record, helps scientists figure how the different species of salmon diverged from a common ancestor. The Eocene salmon's fossil from British Columbia provides evidence that the divergence between Pacific and Atlantic salmon had not yet occurred 40 million years ago. Both the fossil record and analysis of mitochondrial DNA suggest the divergence occurred 10 to 20 million years ago during the Miocene. This independent evidence from DNA analysis and the fossil record indicate that salmon divergence occurred long before the Quaternary glaciation began the cycle of glacial advance and retreat.",Salmon
"Seal may refer to any of the following:
Pinniped, a diverse group of semi-aquatic marine mammals, many of which are commonly called seals, particularly:
Earless seal, also called ""true seal""
Fur seal
Eared seal
Seal (emblem), a device to impress an emblem, used as a means of authentication, on paper, wax, clay or another medium (the impression is also called a seal)
Seal (mechanical), a device which helps prevent leakage, contain pressure, or exclude contamination where two systems join",Seal
"Sea lions are pinnipeds characterized by external ear flaps, long foreflippers, the ability to walk on all fours, short and thick hair, and a big chest and belly. Together with the fur seals, they make up the family Otariidae, eared seals. The sea lions have six extant and one extinct species (the Japanese sea lion) in five genera. Their range extends from the subarctic to tropical waters of the global ocean in both the Northern and Southern Hemispheres, with the notable exception of the northern Atlantic Ocean. They have an average lifespan of 20–30 years. A male California sea lion weighs on average about 300 kg (660 lb) and is about 2.4 m (8 ft) long, while the female sea lion weighs 100 kg (220 lb) and is 1.8 m (6 ft) long. The largest sea lions are Steller's sea lions, which can weigh 1,000 kg (2,200 lb) and grow to a length of 3.0 m (10 ft). Sea lions consume large quantities of food at a time and are known to eat about 5–8% of their body weight (about 6.8–15.9 kg (15–35 lb)) at a single feeding. Sea lions can move around 16 knots (30 km/h; 18 mph) in water and at their fastest they can reach a speed of about 30 knots (56 km/h; 35 mph). Three species, the Australian sea lion, the Galápagos sea lion and the New Zealand sea lion, are listed as endangered.
Sea lions are related to walruses and seals. Together with the fur seals, they constitute the family Otariidae, collectively known as eared seals. Until recently, sea lions were grouped under a single subfamily called Otariinae, whereas fur seals were grouped in the subfamily Arcocephalinae. This division was based on the most prominent common feature shared by the fur seals and absent in the sea lions, namely the dense underfur characteristic of the former. Recent genetic evidence, suggests Callorhinus, the genus of the northern fur seal, is more closely related to some sea lion species than to the other fur seal genus, Arctocephalus. Therefore, the fur seal/sea lion subfamily distinction has been eliminated from many taxonomies.
Nonetheless, all fur seals have certain features in common: the fur, generally smaller sizes, farther and longer foraging trips, smaller and more abundant prey items, and greater sexual dimorphism. All sea lions have certain features in common, in particular their coarse, short fur, greater bulk, and larger prey than fur seals. For these reasons, the distinction remains useful. The family Otariidae (Order Carnivora) contains the 15 extant species of fur seals and sea lions. Traditional classification of the family into the subfamilies Arctocephalinae (fur seals) and Otariinae (sea lions) is not supported, with the fur seal Callorhinus ursinus having a basal relationship relative to the rest of the family. This is consistent with the fossil record which suggests that this genus diverged from the line leading to the remaining fur seals and sea lions about 6 million years ago (mya). Similar genetic divergences between the sea lion clades as well as between the major Arctocephalus fur seal clades, suggest that these groups underwent periods of rapid radiation at about the time they diverged from each other. The phylogenetic relationships within the family and the genetic distances among some taxa highlight inconsistencies in the current taxonomic classification of the family.
Arctocephalus is characterized by ancestral character states such as dense underfur and the presence of double rooted cheek teeth and is thus thought to represent the most ""primitive"" line. It was from this basal line that both the sea lions and the remaining fur seal genus, Callorhinus, are thought to have diverged. The fossil record from the western coast of North America presents evidence for the divergence of Callorhinus about 6 mya, whereas fossils in both California and Japan suggest that sea lions did not diverge until years later.
Steller's sea lion, E. jubatus
Australian sea lion, N. cinerea
South American sea lion, O. flavescens",Sea lion
"Sharks are a group of elasmobranch fish characterized by a cartilaginous skeleton, five to seven gill slits on the sides of the head, and pectoral fins that are not fused to the head. Modern sharks are classified within the clade Selachimorpha (or Selachii) and are the sister group to the Batoidea (rays and kin). Some sources extend the term ""shark"" as an informal category including extinct members of Chondrichthyes (cartilaginous fish) with a shark-like morphology, such as hybodonts. Shark-like chondrichthyans such as Cladoselache and Doliodus first appeared in the Devonian Period (419–359 million years), though some fossilized chondrichthyan-like scales are as old as the Late Ordovician (458–444 million years ago). The earliest confirmed modern sharks (selachimorphs) are known from the Early Jurassic around 200 million years ago, with the oldest known member being Agaleus, though records of true sharks may extend back as far as the Permian.
Sharks range in size from the small dwarf lanternshark (Etmopterus perryi), a deep sea species that is only 17 centimetres (6.7 in) in length, to the whale shark (Rhincodon typus), the largest fish in the world, which reaches approximately 12 metres (40 ft) in length. They are found in all seas and are common to depths up to 2,000 metres (6,600 ft). They generally do not live in freshwater, although there are a few known exceptions, such as the bull shark and the river sharks, which can be found in both seawater and freshwater, and the Ganges shark, which lives only in freshwater. Sharks have a covering of dermal denticles that protects their skin from damage and parasites in addition to improving their fluid dynamics. They have numerous sets of replaceable teeth.
Several species are apex predators, which are organisms that are at the top of their food chain. Select examples include the bull shark, tiger shark, great white shark, mako sharks, thresher sharks, and hammerhead sharks.
Sharks are caught by humans for shark meat or shark fin soup. Many shark populations are threatened by human activities. Since 1970, shark populations have been reduced by 71%, mostly from overfishing.
Until the 16th century, sharks were known to mariners as ""sea dogs"". This is still evidential in several species termed ""dogfish"", or the porbeagle.
The etymology of the word shark is uncertain. The most likely etymology states that the original sense of the word was that of ""predator, one who preys on others"" from the Dutch schurk, meaning 'villain, scoundrel' (cf. card shark, loan shark, etc.), which was later applied to the fish due to its predatory behaviour.
A now disproven theory is that it derives from the Yucatec Maya word xook (pronounced ), meaning 'shark'.",Shark
"Sheep (pl.: sheep) or domestic sheep (Ovis aries) are a domesticated, ruminant mammal typically kept as livestock. Although the term sheep can apply to other species in the genus Ovis, in everyday usage it almost always refers to domesticated sheep. Like all ruminants, sheep are members of the order Artiodactyla, the even-toed ungulates. Numbering a little over one billion, domestic sheep are also the most numerous species of sheep. An adult female is referred to as a ewe ( yoo), an intact male as a ram, occasionally a tup, a castrated male as a wether, and a young sheep as a lamb.
Sheep are most likely descended from the wild mouflon of Europe and Asia, with Iran being a geographic envelope of the domestication center. One of the earliest animals to be domesticated for agricultural purposes, sheep are raised for fleeces, meat (lamb, hogget or mutton), and milk. A sheep's wool is the most widely used animal fiber, and is usually harvested by shearing. In Commonwealth countries, ovine meat is called lamb when from younger animals and mutton when from older ones; in the United States, meat from both older and younger animals is usually called lamb. Sheep continue to be important for wool and meat today, and are also occasionally raised for pelts, as dairy animals, or as model organisms for science.
Sheep husbandry is practised throughout the majority of the inhabited world, and has been fundamental to many civilizations. In the modern era, Australia, New Zealand, the southern and central South American nations, and the British Isles are most closely associated with sheep production.
There is a large lexicon of unique terms for sheep husbandry which vary considerably by region and dialect. Use of the word sheep began in Middle English as a derivation of the Old English word scēap. A group of sheep is called a flock. Many other specific terms for the various life stages of sheep exist, generally related to lambing, shearing, and age.
As a key animal in the history of farming, sheep have a deeply entrenched place in human culture, and are represented in much modern language and symbolism. As livestock, sheep are most often associated with pastoral, Arcadian imagery. Sheep figure in many mythologies—such as the Golden Fleece—and major religions, especially the Abrahamic traditions. In both ancient and modern religious ritual, sheep are used as sacrificial animals.
The exact line of descent from wild ancestors to domestic sheep is unclear. The most common hypothesis states that Ovis aries is descended from the Asiatic (O. gmelini) species of mouflon; the European mouflon (Ovis aries musimon) is a direct descendant of this population. Sheep were among the first animals to be domesticated by humankind (although the domestication of dogs probably took place 10 to 20 thousand years earlier); the domestication date is estimated to fall between 11,000 and 9000 BC in Mesopotamia and possibly around 7000 BC in Mehrgarh in the Indus Valley. The rearing of sheep for secondary products, and the resulting breed development, began in either southwest Asia or western Europe. Initially, sheep were kept solely for meat, milk and skins. Archaeological evidence from statuary found at sites in Iran suggests that selection for woolly sheep may have begun around 6000 BC, and the earliest woven wool garments have been dated to two to three thousand years later.
Sheep husbandry spread quickly in Europe. Excavations show that in about 6000 BC, during the Neolithic period of prehistory, the Castelnovien people, living around Châteauneuf-les-Martigues near present-day Marseille in the south of France, were among the first in Europe to keep domestic sheep. Practically from its inception, ancient Greek civilization relied on sheep as primary livestock, and were even said to name individual animals. Ancient Romans kept sheep on a wide scale, and were an important agent in the spread of sheep raising. Pliny the Elder, in his Natural History (Naturalis Historia), speaks at length about sheep and wool. European colonists spread the practice to the New World from 1493 onwards.",Sheep
"Skunks are mammals in the family Mephitidae. They are known for their ability to spray a liquid with a strong, unpleasant scent from their anal glands. Different species of skunk vary in appearance from black-and-white to brown, cream or ginger colored, but all have warning coloration.
While related to polecats and other members of the weasel family, skunks have as their closest relatives the Old World stink badgers.
In alphabetical order, the living species of skunks are:
Conepatus chinga – Molina's hog-nosed skunk
Conepatus humboldtii – Humboldt's hog-nosed skunk
Conepatus leuconotus – American hog-nosed skunk
Conepatus semistriatus – striped hog-nosed skunk",Skunk
"Sloths are a Neotropical group of xenarthran mammals constituting the suborder Folivora, including the extant arboreal tree sloths and extinct terrestrial ground sloths. Noted for their slowness of movement, tree sloths spend most of their lives hanging upside down in the trees of the tropical rainforests of South America and Central America. Sloths are considered to be most closely related to anteaters, together making up the xenarthran order Pilosa.
There are six extant sloth species in two genera – Bradypus (three-toed sloths) and Choloepus (two-toed sloths). Despite this traditional naming, all sloths have three toes on each rear limb – although two-toed sloths have only two digits on each forelimb. The two groups of sloths are from different, distantly related families, and are thought to have evolved their morphology via parallel evolution from terrestrial ancestors. Besides the extant species, many species of ground sloths ranging up to the size of elephants (like Megatherium) inhabited both North and South America during the Pleistocene Epoch. However, they became extinct during the Quaternary extinction event around 12,000 years ago, along with most large animals across the Americas. The extinction correlates in time with the arrival of humans, but climate change has also been suggested to have contributed. Members of an endemic radiation of Caribbean sloths also formerly lived in the Greater Antilles but became extinct after humans settled the archipelago in the mid-Holocene, around 6,000 years ago.
Sloths are so named because of their very low metabolism and deliberate movements. Sloth, related to slow, literally means ""laziness"", and their common names in several other languages (e.g. German: Faultier, French: paresseux, Spanish: perezoso, Portuguese: preguiça, Romanian: leneș, Finnish: laiskiainen) also mean ""lazy"" or similar. Their slowness permits their low-energy diet of leaves and avoids detection by predatory hawks and cats that hunt by sight. Sloths are almost helpless on the ground but are able to swim. The shaggy coat has grooved hair that is host to symbiotic green algae which camouflage the animal in the trees and provide it nutrients. The algae also nourish sloth moths, some species of which exist solely on sloths.
Sloths belong to the superorder Xenarthra, a group of placental mammals believed to have evolved in the continent of South America around 60 million years ago. One study found that xenarthrans broke off from other placental mammals around 100 million years ago. Anteaters and armadillos are also included among Xenarthra. The earliest xenarthrans were arboreal herbivores with sturdy vertebral columns, fused pelvises, stubby teeth, and small brains. Sloths are in the taxonomic suborder Folivora of the order Pilosa. These names are from the Latin 'leaf eater' and 'hairy', respectively. Pilosa is one of the smallest of the orders of the mammal class; its only other suborder contains the anteaters.
†Megalocnidae: the Greater Antilles sloths, a basal group that arose about 32 million years ago and became extinct about 5,000 years ago.
Bradypodidae, the three-toed sloths, contains four extant species:
The brown-throated three-toed sloth (Bradypus variegatus) is the most common of the extant species of sloth, which inhabits the Neotropical realm in the forests of South and Central America.",Sloth
"Snakes are elongated limbless reptiles of the suborder Serpentes (). Cladistically squamates, snakes are ectothermic, amniote vertebrates covered in overlapping scales much like other members of the group. Many species of snakes have skulls with several more joints than their lizard ancestors and relatives, enabling them to swallow prey much larger than their heads (cranial kinesis). To accommodate their narrow bodies, snakes' paired organs (such as kidneys) appear one in front of the other instead of side by side, and most only have one functional lung. Some species retain a pelvic girdle with a pair of vestigial claws on either side of the cloaca. Lizards have independently evolved elongate bodies without limbs or with greatly reduced limbs at least twenty-five times via convergent evolution, leading to many lineages of legless lizards. These resemble snakes, but several common groups of legless lizards have eyelids and external ears, which snakes lack, although this rule is not universal (see Amphisbaenia, Dibamidae, and Pygopodidae).
Living snakes are found on every continent except Antarctica, and on most smaller land masses; exceptions include some large islands, such as Ireland, Iceland, Greenland, and the islands of New Zealand, as well as many small islands of the Atlantic and central Pacific oceans. Additionally, sea snakes are widespread throughout the Indian and Pacific oceans. Around thirty families are currently recognized, comprising about 520 genera and about more than 4,170 species. They range in size from the tiny, 10.4 cm-long (4.1 in) Barbados threadsnake to the reticulated python of 6.95 meters (22.8 ft) in length. The fossil species Titanoboa cerrejonensis was 12.8 meters (42 ft) long. Snakes are thought to have evolved from either burrowing or aquatic lizards, perhaps during the Jurassic period, with the earliest known fossils dating to between 143 and 167 Ma ago. The diversity of modern snakes appeared during the Paleocene epoch (c. 66 to 56 Ma ago, after the Cretaceous–Paleogene extinction event). The oldest preserved descriptions of snakes can be found in the Brooklyn Papyrus.
Most species of snake are nonvenomous and those that have venom use it primarily to kill and subdue prey rather than for self-defense. Some possess venom that is potent enough to cause painful injury or death to humans. Nonvenomous snakes either swallow prey alive or kill by constriction.
The English word snake comes from Old English snaca, itself from Proto-Germanic *snak-an- (cf. Germanic Schnake 'ring snake', Swedish snok 'grass snake'), from Proto-Indo-European root *(s)nēg-o- 'to crawl to creep', which also gave sneak as well as Sanskrit nāgá 'snake'. The word ousted adder, as adder went on to narrow in meaning, though in Old English næddre was the general word for snake. The other term, serpent, is from French, ultimately from Indo-European *serp- 'to creep', which also gave Ancient Greek ἕρπω (hérpō) 'I crawl' and Sanskrit sarpá ‘snake’.
All modern snakes are grouped within the suborder Serpentes in Linnean taxonomy, part of the order Squamata, though their precise placement within squamates remains controversial.
The two infraorders of Serpentes are Alethinophidia and Scolecophidia. This separation is based on morphological characteristics and mitochondrial DNA sequence similarity. Alethinophidia is sometimes split into Henophidia and Caenophidia, with the latter consisting of ""colubroid"" snakes (colubrids, vipers, elapids, hydrophiids, and atractaspids) and acrochordids, while the other alethinophidian families comprise Henophidia. While not extant today, the Madtsoiidae, a family of giant, primitive, python-like snakes, was around until 50,000 years ago in Australia, represented by genera such as Wonambi.
Recent molecular studies support the monophyly of the clades of modern snakes, scolecophidians, typhlopids + anomalepidids, alethinophidians, core alethinophidians, uropeltids (Cylindrophis, Anomochilus, uropeltines), macrostomatans, booids, boids, pythonids and caenophidians.",Snake
"Sparrow may refer to:
Old World sparrows, family Passeridae
New World sparrows, family Passerellidae
Java sparrow
Timor sparrow
Hedge sparrow, also known as the dunnock or hedge accentor in the family Prunellidae
Sparrow (surname)",Sparrow
